

admin@DESKTOP-CTAGE42 MSYS /d/AlBrowserDownloads/cryptopp600a
mingw32 mingw-w64-i686-python3-cx_Freeze 5.1.1-1
mingw32 mingw-w64-i686-python3-cycler 0.10.0-2
mingw32 mingw-w64-i686-python3-dateutil 2.7.3-1
mingw32 mingw-w64-i686-python3-decorator 4.3.0-1
mingw32 mingw-w64-i686-python3-distutils-extra 2.39-3
mingw32 mingw-w64-i686-python3-docutils 0.14-2
mingw32 mingw-w64-i686-python3-entrypoints 0.2.3-1
mingw32 mingw-w64-i686-python3-et-xmlfile 1.0.1-2
mingw32 mingw-w64-i686-python3-funcsigs 1.0.2-1
mingw32 mingw-w64-i686-python3-genty 1.3.2-1
mingw32 mingw-w64-i686-python3-gobject 3.28.2-1
mingw32 mingw-w64-i686-python3-gobject2 2.28.6-6
mingw32 mingw-w64-i686-python3-greenlet 0.4.13-1
mingw32 mingw-w64-i686-python3-h5py 2.7.0-1
mingw32 mingw-w64-i686-python3-html5lib 1.0.1-1
mingw32 mingw-w64-i686-python3-httplib2 0.10.3-1
mingw32 mingw-w64-i686-python3-icu 2.0.3-1
mingw32 mingw-w64-i686-python3-idna 2.6-1
mingw32 mingw-w64-i686-python3-imagesize 1.0.0-1
mingw32 mingw-w64-i686-python3-ipykernel 4.6.1-1
mingw32 mingw-w64-i686-python3-ipython 6.4.0-1
mingw32 mingw-w64-i686-python3-ipython_genutils 0.2.0-1
mingw32 mingw-w64-i686-python3-ipywidgets 7.2.1-1
mingw32 mingw-w64-i686-python3-jdcal 1.2-2
mingw32 mingw-w64-i686-python3-jinja 2.10-1
mingw32 mingw-w64-i686-python3-json-rpc 1.11.0-1
mingw32 mingw-w64-i686-python3-jsonschema 2.6.0-2
mingw32 mingw-w64-i686-python3-jupyter-nbconvert 5.3.1-1
mingw32 mingw-w64-i686-python3-jupyter-nbformat 4.4.0-1
mingw32 mingw-w64-i686-python3-jupyter_client 5.2.3-1
mingw32 mingw-w64-i686-python3-jupyter_console 5.2.0-1
mingw32 mingw-w64-i686-python3-jupyter_core 4.4.0-1
mingw32 mingw-w64-i686-python3-kiwisolver 1.0.1-1
mingw32 mingw-w64-i686-python3-lhafile 0.2.1-2
mingw32 mingw-w64-i686-python3-lxml 4.1.0-1
mingw32 mingw-w64-i686-python3-mako 1.0.7-2
mingw32 mingw-w64-i686-python3-markupsafe 1.0-2
mingw32 mingw-w64-i686-python3-matplotlib 2.2.2-1
mingw32 mingw-w64-i686-python3-mistune 0.8.3-1
mingw32 mingw-w64-i686-python3-mock 2.0.0-2
mingw32 mingw-w64-i686-python3-more-itertools 4.2.0-1
mingw32 mingw-w64-i686-python3-ndg-httpsclient 0.4.4-1
mingw32 mingw-w64-i686-python3-networkx 1.11-2
mingw32 mingw-w64-i686-python3-nose 1.3.7-6
mingw32 mingw-w64-i686-python3-nuitka 0.5.26-1
mingw32 mingw-w64-i686-python3-numexpr 2.6.5-1
mingw32 mingw-w64-i686-python3-numpy 1.14.3-1
mingw32 mingw-w64-i686-python3-olefile 0.44-1
mingw32 mingw-w64-i686-python3-openmdao 1.7.3-1
mingw32 mingw-w64-i686-python3-openpyxl 2.5.0a1-1
mingw32 mingw-w64-i686-python3-packaging 16.8-3
mingw32 mingw-w64-i686-python3-pandas 0.23.0-1
mingw32 mingw-w64-i686-python3-pandocfilters 1.4.2-1
mingw32 mingw-w64-i686-python3-path 10.3.1-1
mingw32 mingw-w64-i686-python3-pathlib2 2.3.0-2
mingw32 mingw-w64-i686-python3-patsy 0.4.1-2
mingw32 mingw-w64-i686-python3-pbr 4.0.3-1
mingw32 mingw-w64-i686-python3-pdfrw 0.3-1
mingw32 mingw-w64-i686-python3-pgen2 0.1.0-2
mingw32 mingw-w64-i686-python3-pickleshare 0.7.4-2
mingw32 mingw-w64-i686-python3-pillow 5.0.0-1
mingw32 mingw-w64-i686-python3-pip 10.0.1-1
mingw32 mingw-w64-i686-python3-pluggy 0.6.0-1
mingw32 mingw-w64-i686-python3-ply 3.11-1
mingw32 mingw-w64-i686-python3-pptx 0.6.5-1
mingw32 mingw-w64-i686-python3-pretend 1.0.8-2
mingw32 mingw-w64-i686-python3-prettytable 0.7.2-1
mingw32 mingw-w64-i686-python3-progress 1.3-1
mingw32 mingw-w64-i686-python3-prompt_toolkit 1.0.14-1
mingw32 mingw-w64-i686-python3-psutil 5.2.2-1
mingw32 mingw-w64-i686-python3-ptyprocess 0.5.2-1
mingw32 mingw-w64-i686-python3-py 1.5.3-1
mingw32 mingw-w64-i686-python3-pyamg 3.3.2-1
mingw32 mingw-w64-i686-python3-pyasn1 0.4.2-1
mingw32 mingw-w64-i686-python3-pyasn1-modules 0.2.1-1
mingw32 mingw-w64-i686-python3-pycparser 2.18-1
mingw32 mingw-w64-i686-python3-pyflakes 2.0.0-1
mingw32 mingw-w64-i686-python3-pygments 2.2.0-2
mingw32 mingw-w64-i686-python3-pyopenssl 18.0.0-1
mingw32 mingw-w64-i686-python3-pyparsing 2.2.0-2
mingw32 mingw-w64-i686-python3-pyqt4 4.11.4-2
mingw32 mingw-w64-i686-python3-pyqt5 5.10.1-1
mingw32 mingw-w64-i686-python3-pyside-qt4 1.2.2-3
mingw32 mingw-w64-i686-python3-pyside-tools-qt4 1.2.2-3
mingw32 mingw-w64-i686-python3-pystemmer 1.3.0-1
mingw32 mingw-w64-i686-python3-pytest 3.5.1-2
mingw32 mingw-w64-i686-python3-pytest-runner 4.2-1
mingw32 mingw-w64-i686-python3-pytz 2018.4-1
mingw32 mingw-w64-i686-python3-pywavelets 0.5.2-1
mingw32 mingw-w64-i686-python3-pyzmq 17.0.0-1
mingw32 mingw-w64-i686-python3-qscintilla 2.10.4-1
mingw32 mingw-w64-i686-python3-qtconsole 4.3.0-1
mingw32 mingw-w64-i686-python3-reportlab 3.4.0-1
mingw32 mingw-w64-i686-python3-requests 2.18.4-2
mingw32 mingw-w64-i686-python3-rst2pdf 0.93-3
mingw32 mingw-w64-i686-python3-scandir 1.5-1
mingw32 mingw-w64-i686-python3-scikit-learn 0.19.1-1
mingw32 mingw-w64-i686-python3-scipy 1.1.0-1
mingw32 mingw-w64-i686-python3-send2trash 1.5.0-1
mingw32 mingw-w64-i686-python3-setuptools 39.2.0-1
mingw32 mingw-w64-i686-python3-setuptools-scm 2.1.0-1
mingw32 mingw-w64-i686-python3-shiboken-qt4 1.2.2-3
mingw32 mingw-w64-i686-python3-simplegeneric 0.8.1-2
mingw32 mingw-w64-i686-python3-sip 4.19.8-1
mingw32 mingw-w64-i686-python3-six 1.11.0-1
mingw32 mingw-w64-i686-python3-snowballstemmer 1.2.1-2
mingw32 mingw-w64-i686-python3-sphinx 1.7.4-1
mingw32 mingw-w64-i686-python3-sphinx-alabaster-theme 0.7.10-1
mingw32 mingw-w64-i686-python3-sphinx_rtd_theme 0.2.5b1-1
mingw32 mingw-w64-i686-python3-sphinxcontrib-websupport 1.0.1-1
mingw32 mingw-w64-i686-python3-sqlalchemy 1.2.7-1
mingw32 mingw-w64-i686-python3-sqlitedict 1.5.0-1
mingw32 mingw-w64-i686-python3-statsmodels 0.8.0-1
mingw32 mingw-w64-i686-python3-terminado 0.8.1-1
mingw32 mingw-w64-i686-python3-testpath 0.3.1-1
mingw32 mingw-w64-i686-python3-tornado 4.5.3-1
mingw32 mingw-w64-i686-python3-tox 3.0.0-1
mingw32 mingw-w64-i686-python3-traitlets 4.3.2-2
mingw32 mingw-w64-i686-python3-unicorn 1.0.1-2
mingw32 mingw-w64-i686-python3-urllib3 1.22-2
mingw32 mingw-w64-i686-python3-virtualenv 15.1.0-2
mingw32 mingw-w64-i686-python3-wcwidth 0.1.7-2
mingw32 mingw-w64-i686-python3-webencodings 0.5.1-2
mingw32 mingw-w64-i686-python3-wheel 0.31.0-2
mingw32 mingw-w64-i686-python3-whoosh 2.7.4-1
mingw32 mingw-w64-i686-python3-win_unicode_console 0.5-2
mingw32 mingw-w64-i686-python3-wrapt 1.10.11-2
mingw32 mingw-w64-i686-python3-xdg 0.26-1
mingw32 mingw-w64-i686-python3-xlsxwriter 0.9.6-1
mingw32 mingw-w64-i686-python3-yaml 3.12-2
mingw32 mingw-w64-i686-python3-zope.event 4.2.0-2
mingw32 mingw-w64-i686-python3-zope.interface 4.4.2-1
mingw32 mingw-w64-i686-qbittorrent 4.1.0-1
mingw32 mingw-w64-i686-qbs 1.11.0-2
mingw32 mingw-w64-i686-qca-qt4-git 2220.66b9754-1
mingw32 mingw-w64-i686-qca-qt5-git 2262.5f18ebc-1
mingw32 mingw-w64-i686-qemu 2.11.1-1
mingw32 mingw-w64-i686-qhttpengine 1.0.0-1
mingw32 mingw-w64-i686-qhull-git r157.f0bd8ce-1
mingw32 mingw-w64-i686-qjson-qt4 0.8.1-3
mingw32 mingw-w64-i686-qmdnsengine 0.1.0-1
mingw32 mingw-w64-i686-qpdf 8.0.0-1
mingw32 mingw-w64-i686-qrencode 3.4.4-1
mingw32 mingw-w64-i686-qrupdate-svn r28-4
mingw32 mingw-w64-i686-qscintilla 2.10.4-1
mingw32 mingw-w64-i686-qt-creator 4.6.1-1
mingw32 mingw-w64-i686-qt-installer-framework-git r3011.370f61be-2
mingw32 mingw-w64-i686-qt4 4.8.7-4
mingw32 mingw-w64-i686-qt5 5.10.1-2
mingw32 mingw-w64-i686-qt5-static 5.10.1-1
mingw32 mingw-w64-i686-qtbinpatcher 2.2.0-2
mingw32 mingw-w64-i686-qtwebkit 5.212.0alpha2-4
mingw32 mingw-w64-i686-quantlib 1.12.1-1
mingw32 mingw-w64-i686-quassel 0.12.4-1
mingw32 mingw-w64-i686-quazip 0.7.3-1
mingw32 mingw-w64-i686-qwt-qt4 6.1.2-2
mingw32 mingw-w64-i686-qwt-qt5 6.1.2-2
mingw32 mingw-w64-i686-qxmpp 0.9.3-1
mingw32 mingw-w64-i686-qxmpp-qt4 0.8.3-2
mingw32 mingw-w64-i686-rabbitmq-c 0.8.0-1
mingw32 mingw-w64-i686-ragel 6.10-1
mingw32 mingw-w64-i686-rapidjson 1.1.0-1
mingw32 mingw-w64-i686-readline 7.0.003-1
mingw32 mingw-w64-i686-readosm 1.1.0-1
mingw32 mingw-w64-i686-recode 3.7-1
mingw32 mingw-w64-i686-rhash 1.3.6-1
mingw32 mingw-w64-i686-rocksdb 5.10.2-1
mingw32 mingw-w64-i686-rtmpdump-git r512.fa8646d-3
mingw32 mingw-w64-i686-rubberband 1.8.1-3
mingw32 mingw-w64-i686-ruby 2.5.1-1
mingw32 mingw-w64-i686-ruby-cairo 1.15.12-1
mingw32 mingw-w64-i686-ruby-dbus 0.15.0-1
mingw32 mingw-w64-i686-ruby-native-package-installer 1.0.6-1
mingw32 mingw-w64-i686-ruby-pkg-config 1.3.0-1
mingw32 mingw-w64-i686-rust 1.15.1-1
mingw32 mingw-w64-i686-rxspencer alpha3.8.g7-1
mingw32 mingw-w64-i686-sassc 3.4.2-1
mingw32 mingw-w64-i686-schroedinger 1.0.11-4
mingw32 mingw-w64-i686-scite 4.0.5-1
mingw32 mingw-w64-i686-scite-defaults 4.0.5-1
mingw32 mingw-w64-i686-seexpr 2.11-1
mingw32 mingw-w64-i686-sfml 2.4.2-2
mingw32 mingw-w64-i686-sgml-common 0.6.3-1
mingw32 mingw-w64-i686-shapelib 1.4.1-1
mingw32 mingw-w64-i686-shared-mime-info 1.9-1
mingw32 mingw-w64-i686-shiboken-qt4 1.2.2-3
mingw32 mingw-w64-i686-shine 3.1.1-1
mingw32 mingw-w64-i686-shishi-git r3586.6fa08895-1
mingw32 mingw-w64-i686-silc-toolkit 1.1.12-3
mingw32 mingw-w64-i686-sip 4.19.8-1
mingw32 mingw-w64-i686-smpeg 0.4.5-2
mingw32 mingw-w64-i686-smpeg2 2.0.0-5
mingw32 mingw-w64-i686-snappy 1.1.7-1
mingw32 mingw-w64-i686-snoregrowl 0.5.0-1
mingw32 mingw-w64-i686-snorenotify 0.7.0-2
mingw32 mingw-w64-i686-soci 3.2.3-1
mingw32 mingw-w64-i686-solid-qt5 5.42.0-1
mingw32 mingw-w64-i686-sonnet-qt5 5.42.0-1
mingw32 mingw-w64-i686-soundtouch 2.0.0-1
mingw32 mingw-w64-i686-source-highlight 3.1.8-1
mingw32 mingw-w64-i686-sparsehash 2.0.2-3
mingw32 mingw-w64-i686-spatialite-tools 4.3.0-2
mingw32 mingw-w64-i686-spdylay 1.4.0-1
mingw32 mingw-w64-i686-speex 1.2.0-1
mingw32 mingw-w64-i686-speexdsp 1.2rc3-3
mingw32 mingw-w64-i686-spice-gtk 0.33-1
mingw32 mingw-w64-i686-spice-protocol 0.12.12-1
mingw32 mingw-w64-i686-spirv-tools 2018.2-1
mingw32 mingw-w64-i686-sqlcipher 3.4.2-1
mingw32 mingw-w64-i686-sqlheavy 0.1.1-2
mingw32 mingw-w64-i686-sqlite-analyzer 3.16.1-1
mingw32 mingw-w64-i686-sqlite3 3.23.1-1
mingw32 mingw-w64-i686-srt 1.2.3-1
mingw32 mingw-w64-i686-stxxl-git 1.4.1.343.gf7389c7-2
mingw32 mingw-w64-i686-styrene 0.3.0-1
mingw32 mingw-w64-i686-suitesparse 6.0.0-1
mingw32 mingw-w64-i686-swig 3.0.12-1
mingw32 mingw-w64-i686-syntax-highlighting-qt5 5.42.0-1
mingw32 mingw-w64-i686-szip 2.1.1-1
mingw32 mingw-w64-i686-taglib 1.11.1-1
mingw32 mingw-w64-i686-tcl 8.6.8-1
mingw32 mingw-w64-i686-tcl-nsf 2.1.0-1
mingw32 mingw-w64-i686-tcllib 1.18-1
mingw32 mingw-w64-i686-tclvfs-cvs 20130425-3
mingw32 mingw-w64-i686-tclx 8.4.1-3
mingw32 mingw-w64-i686-template-glib 3.28.0-1
mingw32 mingw-w64-i686-termcap 1.3.1-3
mingw32 mingw-w64-i686-tesseract-data-afr 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-amh 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-ara 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-asm 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-aze 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-aze_cyrl 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-bel 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-ben 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-bod 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-bos 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-bul 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-cat 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-ceb 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-ces 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-chi_sim 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-chi_tra 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-chr 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-cym 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-dan 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-dan_frak 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-deu 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-deu_frak 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-dzo 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-ell 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-eng 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-enm 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-epo 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-equ 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-est 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-eus 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-fas 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-fin 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-fra 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-frk 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-frm 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-gle 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-glg 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-grc 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-guj 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-hat 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-heb 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-hin 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-hrv 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-hun 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-iku 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-ind 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-isl 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-ita 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-ita_old 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-jav 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-jpn 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-kan 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-kat 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-kat_old 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-kaz 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-khm 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-kir 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-kor 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-kur 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-lao 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-lat 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-lav 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-lit 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-mal 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-mar 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-mkd 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-mlt 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-msa 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-mya 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-nep 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-nld 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-nor 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-ori 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-pan 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-pol 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-por 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-pus 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-ron 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-rus 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-san 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-sin 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-slk 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-slk_frak 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-slv 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-spa 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-spa_old 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-sqi 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-srp 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-srp_latn 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-swa 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-swe 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-syr 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-tam 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-tel 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-tgk 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-tgl 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-tha 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-tir 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-tur 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-uig 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-ukr 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-urd 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-uzb 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-uzb_cyrl 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-vie 3.04.00-1
mingw32 mingw-w64-i686-tesseract-data-yid 3.04.00-1
mingw32 mingw-w64-i686-tesseract-ocr 3.05.01-2
mingw32 mingw-w64-i686-threadweaver-qt5 5.42.0-1
mingw32 mingw-w64-i686-thrift-git 1.0.0.3db41fa-2
mingw32 mingw-w64-i686-tidy 5.6.0-1
mingw32 mingw-w64-i686-tiny-dnn 1.0.0a3-2
mingw32 mingw-w64-i686-tinyformat 2.1.0-1
mingw32 mingw-w64-i686-tinyxml 2.6.2-4
mingw32 mingw-w64-i686-tinyxml2 6.0.0-1
mingw32 mingw-w64-i686-tk 8.6.8-1
mingw32 mingw-w64-i686-tkimg 1.4.2-3
mingw32 mingw-w64-i686-tklib 0.6-5
mingw32 mingw-w64-i686-tktable 2.10-4
mingw32 mingw-w64-i686-tolua 5.2.4-3
mingw32 mingw-w64-i686-tools-git 6.0.0.5111.3bc5ab74-1
mingw32 mingw-w64-i686-tor 0.3.3.6-1
mingw32 mingw-w64-i686-totem-pl-parser 3.10.7-1
mingw32 mingw-w64-i686-transmission 2.94-1
mingw32 mingw-w64-i686-trompeloeil 31-1
mingw32 mingw-w64-i686-ttf-dejavu 2.37-1
mingw32 mingw-w64-i686-tulip 5.1.0-1
mingw32 mingw-w64-i686-twolame 0.3.13-3
mingw32 mingw-w64-i686-uchardet 0.0.6-1
mingw32 mingw-w64-i686-udis86 1.7.2-1
mingw32 mingw-w64-i686-uhttpmock 0.5.1-1
mingw32 mingw-w64-i686-unbound 1.7.1-1
mingw32 mingw-w64-i686-unibilium 1.2.0-1
mingw32 mingw-w64-i686-unicorn 1.0.1-2
mingw32 mingw-w64-i686-universal-ctags-git r5776.ecad395a-1
mingw32 mingw-w64-i686-unixodbc 2.3.4-1
mingw32 mingw-w64-i686-uriparser 0.8.4-2
mingw32 mingw-w64-i686-usbredir 0.7.1-1
mingw32 mingw-w64-i686-usbview-git 42.c4ba9c6-1
mingw32 mingw-w64-i686-usql 0.8.1-1
mingw32 mingw-w64-i686-usrsctp 0.9.3.0-1
mingw32 mingw-w64-i686-vala 0.38.4-1
mingw32 mingw-w64-i686-vamp-plugin-sdk 2.7.1-1
mingw32 mingw-w64-i686-vapoursynth 43-2
mingw32 mingw-w64-i686-vcdimager 2.0.1-1
mingw32 mingw-w64-i686-verilator 3.920-1
mingw32 mingw-w64-i686-vid.stab 1.1-1
mingw32 mingw-w64-i686-vigra 1.11.0-1
mingw32 mingw-w64-i686-virt-viewer 4.0-1
mingw32 mingw-w64-i686-vlc 3.0.3-2
mingw32 mingw-w64-i686-vlfeat 0.9.20-1
mingw32 mingw-w64-i686-vo-amrwbenc 0.1.3-1
mingw32 mingw-w64-i686-vrpn 7.34-2
mingw32 mingw-w64-i686-vtk 8.1.1-1
mingw32 mingw-w64-i686-vulkan 1.1.73.0-1
mingw32 mingw-w64-i686-vulkan-docs 1.0.51-1
mingw32 mingw-w64-i686-vulkan-headers 1~1.0.38-1
mingw32 mingw-w64-i686-vulkan-html-docs 1~1.0.38-1
mingw32 mingw-w64-i686-vulkan-man-pages 1~1.0.38-1
mingw32 mingw-w64-i686-waf 1.9.12-2
mingw32 mingw-w64-i686-wavpack 5.1.0-1
mingw32 mingw-w64-i686-webkitgtk2 2.4.11-5
mingw32 mingw-w64-i686-webkitgtk3 2.4.11-5
mingw32 mingw-w64-i686-wget 1.19.1-1
mingw32 mingw-w64-i686-win7appid 1.1-3
mingw32 mingw-w64-i686-windows-default-manifest 6.4-3
mingw32 mingw-w64-i686-wined3d 3.8-1
mingw32 mingw-w64-i686-wineditline 2.205-1
mingw32 mingw-w64-i686-winico 0.6-2
mingw32 mingw-w64-i686-winpthreads-git 6.0.0.5134.2416de71-1
mingw32 mingw-w64-i686-winsparkle 0.5.2-1
mingw32 mingw-w64-i686-winstorecompat-git 5.0.0.4760.d3089b5-1
mingw32 mingw-w64-i686-wintab-sdk 1.4-2
mingw32 mingw-w64-i686-wkhtmltopdf-git 0.13.r1049.51f9658-1
mingw32 mingw-w64-i686-wslay 1.0.0-2
mingw32 mingw-w64-i686-wxPython 3.0.2.0-7
mingw32 mingw-w64-i686-wxWidgets 3.0.4-1
mingw32 mingw-w64-i686-x264-git r2901.7d0ff22e-1
mingw32 mingw-w64-i686-x265 2.8-1
mingw32 mingw-w64-i686-xalan-c 1.11-6
mingw32 mingw-w64-i686-xapian-core 1~1.4.4-1
mingw32 mingw-w64-i686-xavs 0.1.55-1
mingw32 mingw-w64-i686-xerces-c 3.2.1-1
mingw32 mingw-w64-i686-xlnt 1.2.0-1
mingw32 mingw-w64-i686-xmlsec 1.2.25-1
mingw32 mingw-w64-i686-xmlstarlet-git r678.9a470e3-2
mingw32 mingw-w64-i686-xpdf 4.00-1
mingw32 mingw-w64-i686-xpm-nox 4.2.0-5
mingw32 mingw-w64-i686-xvidcore 1.3.5-1
mingw32 mingw-w64-i686-xxhash 0.6.5-1
mingw32 mingw-w64-i686-xz 5.2.4-1
mingw32 mingw-w64-i686-yajl 2.1.0-1
mingw32 mingw-w64-i686-yaml-cpp 0.6.2-1
mingw32 mingw-w64-i686-yaml-cpp0.3 0.3.0-2
mingw32 mingw-w64-i686-yarn 1.7.0-1
mingw32 mingw-w64-i686-yasm 1.3.0-3
mingw32 mingw-w64-i686-z3 4.6.0-1
mingw32 mingw-w64-i686-zbar 0.10-2
mingw32 mingw-w64-i686-zeromq 4.2.3-2
mingw32 mingw-w64-i686-zimg 2.7.4-1
mingw32 mingw-w64-i686-zlib 1.2.11-1
mingw32 mingw-w64-i686-zopfli 1.0.1-1
mingw32 mingw-w64-i686-zstd 1.1.2-1
mingw32 mingw-w64-i686-zziplib 0.13.69-1
mingw64 mingw-w64-x86_64-3proxy 0.8.9-1
mingw64 mingw-w64-x86_64-4th 3.62.5-1
mingw64 mingw-w64-x86_64-MinHook 1.3.3-1
mingw64 mingw-w64-x86_64-OpenSceneGraph 3.6.0-3
mingw64 mingw-w64-x86_64-OpenSceneGraph-debug 3.6.0-3
mingw64 mingw-w64-x86_64-SDL 1.2.15-8
mingw64 mingw-w64-x86_64-SDL2 2.0.8-2
mingw64 mingw-w64-x86_64-SDL2_gfx 1.0.1-2
mingw64 mingw-w64-x86_64-SDL2_image 2.0.3-1
mingw64 mingw-w64-x86_64-SDL2_mixer 2.0.2-2
mingw64 mingw-w64-x86_64-SDL2_net 2.0.1-1
mingw64 mingw-w64-x86_64-SDL2_ttf 2.0.14-1
mingw64 mingw-w64-x86_64-SDL_gfx 2.0.25-4
mingw64 mingw-w64-x86_64-SDL_image 1.2.12-6
mingw64 mingw-w64-x86_64-SDL_mixer 1.2.12-6
mingw64 mingw-w64-x86_64-SDL_net 1.2.8-2
mingw64 mingw-w64-x86_64-SDL_ttf 2.0.11-5
mingw64 mingw-w64-x86_64-a52dec 0.7.4-4
mingw64 mingw-w64-x86_64-adns 1.4.g10.7-1
mingw64 mingw-w64-x86_64-adwaita-icon-theme 3.28.0-1
